

______________READ THE FOLLOWING DATA______________
328 species:{CY038839,CY035174,CY036991,KC458090,CY030557,KC458093,FJ532091,EU779508,EU779504,CY038847,EU885542,CY044524,CY039431,CY173199,CY173215,JQ655463,JQ655462,EU716492,CY173191,CY030042,CY037543,CY030554,KC458067,KC458066,KC458061,KC458063,CY044676,KC458069,CY030558,CY037703,CY036935,CY037815,CY037607,CY044772,CY173111,EU885505,EU516073,EU516071,EU516070,EU516077,EU516076,CY173119,CY037319,FJ549056,CY036951,KC458088,EU779518,CY030039,EU716435,EU779514,EU716437,EU779516,KC458087,EU779510,EU914859,KC458084,CY032573,EU885499,CY044796,CY037479,FJ009468,CY173207,CY037863,EU885497,CY044748,EU885540,CY037575,CY044644,EU851999,CY037847,FJ975061,CY173127,EU566973,EU516208,EU516209,EU716476,KC458071,CY035182,CY031908,FJ009476,AB453383,EU516202,AB453381,EU516204,EU516205,EU516206,FJ009471,CY044540,CY035150,CY044780,CY044548,CY036983,CY035158,FJ975060,EU716449,CY037879,EU885536,AB453380,CY037871,CY037687,EU716446,EU716505,CY037671,EU779500,EU567008,CY044652,CY173135,CY037503,EU567004,CY044804,CY114413,EU516218,FJ009467,FJ549038,EU516213,EU516212,EU516211,EU516210,EU516217,EU516215,CY039111,EU516048,CY044580,CY044333,CY037807,EU852005,EU516046,EU716459,CY030556,EU885509,CY037519,EU852003,EU851993,EU716453,CY034491,CY030017,EU852009,EU516044,EU779506,EU716469,EU567010,FJ009475,CY030553,EU566995,CY038855,CY044812,CY031849,CY044700,CY044620,AB453374,CY044381,CY044429,CY041458,CY037591,CY044628,AB453369,EU516207,CY037599,EU851995,FJ179350,FJ686925,FJ179356,CY030041,FJ179354,CY030020,CY038495,EU885507,EU852007,CY044445,KC458079,EU716502,CY034489,CY037855,FJ975074,FJ794136,CY173095,EU716465,EU716462,FJ686948,CY044732,CY173255,CY037623,CY035054,EU885501,AB453371,CY044820,CY037511,CY037743,EU516203,CY037583,AB453376,AB453375,CY037527,CY044437,AB453378,CY036975,EU516214,CY044636,CY044692,KC458081,CY035046,EU885518,CY038487,EU885514,EU885512,EU716471,CY037823,CY031964,CY038815,CY037535,FJ686942,CY044788,JQ988027,CY036999,CY038831,FJ686930,FJ686931,CY037639,KC458059,AB453370,CY031906,KC458054,KC458055,CY044708,CY037631,CY038823,KC458053,CY039103,CY037735,EU516075,CY041474,CY030561,FJ794134,CY035038,EU567012,EU885522,EU885520,CY172175,EU885526,EU779522,CY044469,CY173183,CY035190,JX239603,CY044461,EU779524,EU779526,FJ794133,EU779520,FJ794135,CY037831,FJ794137,CY044852,CY039415,CY036927,EU779528,CY037839,CY035166,CY044844,CY173239,CY044596,CY038783,CY039095,CY173271,KC458046,CY044612,CY037615,CY173279,CY037727,CY041466,CY173175,CY037567,CY044756,KC458082,CY036967,CY037487,CY044588,FJ975058,CY036959,CY037647,EU779534,CY039423,CY038871,CY035062,EU885530,EU885532,FJ532082,CY032174,CY044572,CY173103,FJ532086,EU885538,CY032173,KC458086,AB453368,CY037791,EU779532,EU779530,CY031889,CY173263,CY037799,EU516062,EU779498,CY044764,KC458072,CY037551,KC458070,CY037719,CY044668,KC458049,KC458074,KC458075,CY037559,CY037711,CY173087,CY044500,CY044740,CY037495,CY044508,CY038791,CY173143,KC458089,EU716486,EU516063,EU516064,EU516065,EU716482,EU516067};
Total Sites:1698;
Distinct Sites:429

Phase 1:Nucleotide Model (010010) Model Fit


-6847.31616079914

Phase 2:MG94x(010010) Model Fit



Phase 3:Estimating dN/dS


Nuc->codon scaling factor:2.021193043985971
Raw scaling factor:2.021193043985971
Tree scaling factor(S): 1

Using dN/dS=0.3027995225170851
Codon model:-6676.75200420459

Phase 4: Ancestral State Reconstruction and Counting

<<Significance level for Likelihood Ratio Tests (permissible range = [0,1], default value = 0.1)>>Site     1 dN/dS =      0.00000 Full Log(L) =     -4.07290 LRT =      3.34828 p-value =      0.03364 *N
Site    39 dN/dS =      0.00000 Full Log(L) =     -9.55459 LRT =      3.85103 p-value =      0.02486 *N
Site    40 dN/dS =      0.00000 Full Log(L) =    -45.56333 LRT =      3.10271 p-value =      0.03908 *N
Site    41 dN/dS =      1.60697 Full Log(L) =    -23.72078 LRT =      0.57712 p-value =      0.22372
Site    42 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    43 dN/dS =      1.40789 Full Log(L) =    -17.96610 LRT =      0.20970 p-value =      0.32350
Site    44 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    45 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    46 dN/dS =      0.64463 Full Log(L) =    -21.22208 LRT =      0.22375 p-value =      0.31810
Site    47 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    48 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    49 dN/dS =      0.00000 Full Log(L) =    -11.66575 LRT =      2.07530 p-value =      0.07485 *N
Site    50 dN/dS =      0.67878 Full Log(L) =    -25.04643 LRT =      0.17100 p-value =      0.33961
Site    51 dN/dS =      0.00000 Full Log(L) =     -9.23974 LRT =      3.48196 p-value =      0.03102 *N
Site    52 dN/dS =      0.00000 Full Log(L) =    -13.55064 LRT =      3.27761 p-value =      0.03512 *N
Site    53 dN/dS =      0.00000 Full Log(L) =     -9.41981 LRT =      3.10271 p-value =      0.03908 *N
Site    54 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    55 dN/dS =      0.00000 Full Log(L) =     -5.11712 LRT =      3.55930 p-value =      0.02961 *N
Site    56 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    57 dN/dS =      0.00000 Full Log(L) =    -15.91886 LRT =      3.48201 p-value =      0.03102 *N
Site    58 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    59 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    60 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    61 dN/dS =      1.56853 Full Log(L) =    -23.91071 LRT =      0.52416 p-value =      0.23454
Site    62 dN/dS =      0.72540 Full Log(L) =    -11.78935 LRT =      0.11479 p-value =      0.36738
Site    63 dN/dS =      0.84320 Full Log(L) =    -13.51664 LRT =      0.03074 p-value =      0.43041
Site    64 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    65 dN/dS =      0.49854 Full Log(L) =    -13.28930 LRT =      0.61800 p-value =      0.21590
Site    66 dN/dS =      1.14604 Full Log(L) =    -15.05343 LRT =      0.03540 p-value =      0.42538
Site    67 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    68 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    69 dN/dS =      3.35150 Full Log(L) =    -36.68189 LRT =      6.06041 p-value =      0.00691 *P
Site    70 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    71 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    72 dN/dS =      0.00000 Full Log(L) =    -17.41260 LRT =      3.27600 p-value =      0.03515 *N
Site    73 dN/dS =      1.93408 Full Log(L) =    -27.21209 LRT =      0.70403 p-value =      0.20072
Site    74 dN/dS =      0.67879 Full Log(L) =    -12.20382 LRT =      0.17100 p-value =      0.33961
Site    75 dN/dS =      0.69226 Full Log(L) =    -19.51821 LRT =      0.15319 p-value =      0.34775
Site    76 dN/dS =      0.00000 Full Log(L) =    -10.79540 LRT =      3.65691 p-value =      0.02792 *N
Site    77 dN/dS =      0.00000 Full Log(L) =    -18.40681 LRT =      3.85014 p-value =      0.02487 *N
Site    78 dN/dS =      0.57446 Full Log(L) =    -12.61737 LRT =      0.37173 p-value =      0.27103
Site    79 dN/dS =      0.00000 Full Log(L) =    -10.00290 LRT =      3.20028 p-value =      0.03681 *N
Site    80 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    81 dN/dS =      0.64484 Full Log(L) =    -12.82322 LRT =      0.22340 p-value =      0.31823
Site    82 dN/dS =      1.17059 Full Log(L) =    -20.64905 LRT =      0.02350 p-value =      0.43908
Site    83 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    84 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    85 dN/dS =      0.00000 Full Log(L) =    -16.63914 LRT =      3.55930 p-value =      0.02961 *N
Site    86 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    87 dN/dS =      0.00000 Full Log(L) =    -18.15959 LRT =      1.79876 p-value =      0.08993 *N
Site    88 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    89 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    90 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    91 dN/dS =      0.00000 Full Log(L) =    -11.29667 LRT =      2.07531 p-value =      0.07485 *N
Site    92 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    93 dN/dS =      0.00000 Full Log(L) =    -17.81072 LRT =      3.65687 p-value =      0.02792 *N
Site    94 dN/dS =      0.49846 Full Log(L) =    -12.85794 LRT =      0.61833 p-value =      0.21583
Site    95 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    96 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    97 dN/dS =      0.00000 Full Log(L) =    -15.92456 LRT =      3.20016 p-value =      0.03682 *N
Site    98 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    99 dN/dS =      0.65582 Full Log(L) =    -12.21149 LRT =      0.20514 p-value =      0.32530
Site   100 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   101 dN/dS =      0.00000 Full Log(L) =    -11.34522 LRT =      3.65694 p-value =      0.02792 *N
Site   102 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   103 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   104 dN/dS =      0.61140 Full Log(L) =    -10.43186 LRT =      0.28642 p-value =      0.29626
Site   105 dN/dS =      0.00000 Full Log(L) =     -3.94504 LRT =      3.48221 p-value =      0.03102 *N
Site   106 dN/dS =      0.00000 Full Log(L) =    -14.25935 LRT =      3.62181 p-value =      0.02851 *N
Site   107 dN/dS =      0.51351 Full Log(L) =    -12.17535 LRT =      0.56029 p-value =      0.22707
Site   108 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   109 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   110 dN/dS =      1.60377 Full Log(L) =    -17.37517 LRT =      0.38202 p-value =      0.26826
Site   111 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   112 dN/dS =      0.62594 Full Log(L) =    -18.80844 LRT =      0.25725 p-value =      0.30601
Site   113 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   114 dN/dS =      0.00000 Full Log(L) =     -9.53526 LRT =      2.51646 p-value =      0.05633 *N
Site   115 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   116 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   117 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   118 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   119 dN/dS =      0.00000 Full Log(L) =    -12.10315 LRT =      3.17847 p-value =      0.03731 *N
Site   120 dN/dS =      0.00000 Full Log(L) =     -9.69678 LRT =      3.65679 p-value =      0.02792 *N
Site   121 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   122 dN/dS =      1.12639 Full Log(L) =    -18.63830 LRT =      0.02726 p-value =      0.43443
Site   123 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   124 dN/dS =      0.00000 Full Log(L) =    -10.72819 LRT =      2.89678 p-value =      0.04438 *N
Site   125 dN/dS =      0.00000 Full Log(L) =    -11.75890 LRT =      3.78088 p-value =      0.02592 *N
Site   126 dN/dS =      0.00000 Full Log(L) =    -11.35029 LRT =      2.37866 p-value =      0.06150 *N
Site   127 dN/dS =      0.00000 Full Log(L) =    -12.55474 LRT =      1.70781 p-value =      0.09563 *N
Site   128 dN/dS =      0.61471 Full Log(L) =    -12.46207 LRT =      0.27961 p-value =      0.29848
Site   129 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   130 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   131 dN/dS =      0.00000 Full Log(L) =    -48.98814 LRT =      2.76130 p-value =      0.04828 *N
Site   132 dN/dS =      0.00000 Full Log(L) =    -10.07854 LRT =      4.01253 p-value =      0.02258 *N
Site   133 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   134 dN/dS =      0.00000 Full Log(L) =    -13.12461 LRT =      1.70798 p-value =      0.09562 *N
Site   135 dN/dS =      0.00000 Full Log(L) =    -10.87678 LRT =      3.48215 p-value =      0.03102 *N
Site   136 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   137 dN/dS =      1.88884 Full Log(L) =    -25.83920 LRT =      0.98729 p-value =      0.16020
Site   138 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   139 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   140 dN/dS =      0.51337 Full Log(L) =    -15.23374 LRT =      0.56079 p-value =      0.22697
Site   141 dN/dS =      0.00000 Full Log(L) =     -9.97555 LRT =      2.82250 p-value =      0.04648 *N
Site   142 dN/dS =      0.00000 Full Log(L) =     -9.39251 LRT =      3.20020 p-value =      0.03681 *N
Site   143 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   144 dN/dS =      1.94281 Full Log(L) =    -30.40750 LRT =      1.06852 p-value =      0.15064
Site   145 dN/dS =      0.00000 Full Log(L) =    -11.16656 LRT =      3.85002 p-value =      0.02487 *N
Site   146 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   147 dN/dS =      0.00000 Full Log(L) =    -12.26347 LRT =      3.10271 p-value =      0.03908 *N
Site   148 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   149 dN/dS =      0.62546 Full Log(L) =    -37.41291 LRT =      0.25804 p-value =      0.30573
Site   150 dN/dS =      0.00000 Full Log(L) =    -11.85998 LRT =      3.84989 p-value =      0.02487 *N
Site   151 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   152 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   153 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   154 dN/dS =      3.44346 Full Log(L) =    -59.00927 LRT =      6.29160 p-value =      0.00607 *P
Site   155 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   156 dN/dS =      1.11172 Full Log(L) =    -19.49245 LRT =      0.02157 p-value =      0.44162
Site   157 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   158 dN/dS =      1.11096 Full Log(L) =    -17.40621 LRT =      0.02131 p-value =      0.44197
Site   159 dN/dS =      0.72715 Full Log(L) =    -19.78363 LRT =      0.11298 p-value =      0.36839
Site   160 dN/dS =      1.87998 Full Log(L) =    -32.07711 LRT =      0.97390 p-value =      0.16185
Site   161 dN/dS =      0.00000 Full Log(L) =     -4.08553 LRT =      3.19939 p-value =      0.03683 *N
Site   162 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   163 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   164 dN/dS =      0.00000 Full Log(L) =    -10.75948 LRT =      2.82262 p-value =      0.04647 *N
Site   165 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   166 dN/dS =      0.55301 Full Log(L) =    -18.24979 LRT =      0.43052 p-value =      0.25587
Site   167 dN/dS =      0.00000 Full Log(L) =    -25.29904 LRT =      1.79386 p-value =      0.09023 *N
Site   168 dN/dS =      0.00000 Full Log(L) =     -9.89998 LRT =      3.20027 p-value =      0.03681 *N
Site   169 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   170 dN/dS =      0.00000 Full Log(L) =    -13.03316 LRT =      1.79936 p-value =      0.08989 *N
Site   171 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   172 dN/dS =      0.61203 Full Log(L) =    -30.66513 LRT =      0.28510 p-value =      0.29669
Site   173 dN/dS =      4.51378 Full Log(L) =    -32.16026 LRT =      5.79971 p-value =      0.00801 *P
Site   174 dN/dS =      3.34911 Full Log(L) =    -34.23112 LRT =      5.03723 p-value =      0.01240 *P
Site   175 dN/dS =      1.43171 Full Log(L) =    -18.31249 LRT =      0.22873 p-value =      0.31623
Site   176 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   177 dN/dS =      0.00000 Full Log(L) =     -9.95862 LRT =      2.51595 p-value =      0.05635 *N
Site   178 dN/dS =      0.63183 Full Log(L) =    -19.98982 LRT =      0.24670 p-value =      0.30970
Site   179 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   180 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   181 dN/dS =      0.00000 Full Log(L) =    -32.68055 LRT =      3.19947 p-value =      0.03683 *N
Site   182 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   183 dN/dS =      0.00000 Full Log(L) =    -10.71203 LRT =      3.10271 p-value =      0.03908 *N
Site   184 dN/dS =      0.42356 Full Log(L) =    -14.36928 LRT =      1.00130 p-value =      0.15850
Site   185 dN/dS =      0.00000 Full Log(L) =    -11.73093 LRT =      3.17847 p-value =      0.03731 *N
Site   186 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   187 dN/dS =      1.88602 Full Log(L) =    -23.52153 LRT =      0.98317 p-value =      0.16071
Site   188 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site   189 dN/dS =      8.21711 Full Log(L) =    -75.98070 LRT =     26.71933 p-value =      0.00000 *P
Site   190 dN/dS =      0.00000 Full Log(L) =    -11.73692 LRT =      2.82268 p-value =      0.04647 *N
Site   191 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
